id	Nombre	Apellido	Segundo apellido	Dependencia	Puesto
b60a69ee-6f17-4ebc-ae47-4f3c7e3b9374	Karim Amarildo	Ortega	Rosales	Poder Judicial del Estado de Zacatecas	Auxiliar Administrativo
008038e6-08a5-40b2-b66e-db1997653c29	JULIO CESAR	RIVERA	PEREZ	Municipio de Villa de Cos	DIRECTOR DE OBRAS Y SERVICIOS PUBLICOS
9dd23b35-cf06-4d7b-ad72-6ef85e491608	Julieta Lorena	Nava 	Garay	Comisión de Derechos Humanos del Estado	Órgano Interno de Control
14a31d48-43bc-47ec-ab58-3566e468e343	JUANITA DEL CARMEN	QUIÑONES	GARCIA	Tribunal de Justicia Administrativa del Estado de Zacatecas	CONTRALOR
217e0866-61ca-4c48-9678-1e830f7cfb15	JUAN PEDRO	FLORES	GURROLA	Municipio de Guadalupe	JEFE DE LA UNIDAD DE PROGRAMAS CONVENIDOS DE ACCIONES SOCIALES
ceef58f8-f6cd-407e-a645-d6f9f1717d0d	Juan Osiris	Santoyo	De la Rosa	Instituto Electoral del Estado de Zacatecas	Fedatario del Comité
df1beb4c-4311-45a5-b0e4-dd7a4dcfaaaf	JUAN GABRIEL	PEREA	CASTRO	Municipio de Genaro Codina	DIRECTOR DE DESARROLLO ECONOMICO Y SOCIAL
d4b83a27-05ef-4b76-9f29-9b498fc87281	JUAN FRANCISCO	SANDOVAL	ESCOBEDO	Fiscalía General de Justicia del Estado	TITULAR DE LA UNIDAD DE TRANSPARENCIA
607a4b15-2b6f-42d0-a93e-4d1435b2a173	Juan Carlos	Favela	Ramírez	Instituto Electoral del Estado de Zacatecas	Vocal del Comité
4a4dc102-8d5d-4340-822b-6930131a2b7d	JUAN ANTONIO	"NAVA"	ROJAS	Municipio de Valparaíso	AUXILIAR ADMINISTRATIVO
eefd05fd-8229-4dd4-8bc1-680f57faa9c8	Juan Antonio	González	López	Municipio de Calera	Director de Desarrollo Económico y Social
59928ff1-8fce-43b6-a3cd-8e006bd0817c	José Virgilio	Rivera	Delgadillo	Instituto Electoral del Estado de Zacatecas	Presidente del Comité 
ea972cc4-e19a-49ff-ba0f-3a3fc3902545	JOSÉ LUIS	VARGAS	MEDINA	Municipio de Guadalupe	Auxiliar Administrativo
e22698c4-d626-44aa-bca9-e1db856c2379	JOSÉ LUIS	DÍAZ	CASTRO	Municipio de Guadalupe	Auxiliar Administrativo
960e8587-68b3-4551-a98b-e55b561b21a8	JOSÉ FERNANDO	ACEVEDO	VEGA	Fiscalía General de Justicia del Estado	TITULAR DE LA UNIDAD DE LICITACIONES
b46eedbe-03a4-4e62-bcd5-0fd1a651ecfe	José de Jesús	Garay	López	Instituto Electoral del Estado de Zacatecas	Coordinador de Recursos Materiales
ae9ad4f6-43fd-4c4c-8710-c68fa2624088	JOSÉ CARLOS	GÓMEZ	QUEZADA	Municipio de Guadalupe	Jefe del Departamento de Catastro
0436f3a1-237e-42b7-80d3-862d04150d3e	JOSÉ ANTONIO	MILANÉS	RODRÍGUEZ	Fiscalía General de Justicia del Estado	DIRECTOR GENERAL DE ADMINISTRACIÓN
505001d0-562a-4d48-9301-a29e644a969e	JOAQUIN 	ROJAS	GONZALEZ	Municipio de Valparaíso	DIRECTOR DE DESARROLLO ECONOMICO Y SOCIAL
47d64dbd-4bf0-46ab-88b0-984dfeb493bf	Jesús Guillermo	Flores	Tejada	Instituto Electoral del Estado de Zacatecas	Asesor del Comité
babb559b-f79c-4e1c-a6a0-36a99032199b	JESUS ALBERTO	VALDEZ 	ALVARADO	Municipio de Villa de Cos	DIRECTOR DESARROLLO AGROPECUARIO
fc5119d0-ab46-4ce5-86cd-1817956a7c8c	Jesús 	Salazar	Vázquez	Instituto Zacatecano de Transparencia, Acceso a la Información y Protección de Datos Personales	Auxiliar Administrativo
690b8c72-9ef1-4579-845d-4fea0f43e0a9	Jesús	Salazar	Vázquez	Instituto Zacatecano de Transparencia, Acceso a la Información y Protección de Datos Personales	Auxiliar Administrativo
fdf3a667-782c-4446-bb40-acb3e7d18769	Javier Alberto	Díaz	Martínez	Auditoría Superior del Estado de Zacatecas	Auditor Especial A
6ce4104f-8107-4fbe-b06a-b6af149c347c	JACOBO	TORRES	HERNÁNDEZ	Municipio de Guadalupe	Auxiliar Administrativo
94740ec4-d8f7-472c-9c2c-09246c1daecf	Iván Noe	Reyes	Barrios	Municipio de Valparaíso	ENCARGADO DE DESARROLLO URBANO Y FRACCIONAMIENTOS
4542123b-18f7-4fda-8e05-7c52eb76ca5b	Iván	Juárez	Rodarte	Instituto Zacatecano de Transparencia, Acceso a la Información y Protección de Datos Personales	Jefe de Área
e5b10c47-33c4-4240-bbc1-e39aabfac068	Issac Hazael	Félix	Álvarez	Poder Judicial del Estado de Zacatecas	Auxiliar Administrativo
23129c35-7903-4cfc-9ccf-abb58c127ac1	Hilda Lorena	Anaya 	Álvarez	Auditoría Superior del Estado de Zacatecas	Jefa de Unidad de Asuntos Jurídicos
0ea55125-36b1-4a5e-8267-0bb58d6c68ee	Hilda	Rojas	Mercado	Poder Judicial del Estado de Zacatecas	Auxiliar Administrativo
c8cdb86b-12bb-4c5b-8cbe-0f7636996ccb	HILARIO	TREJO	CHÁVEZ	Municipio de Guadalupe	Jefe de la Unidad de Imagen Urbana
4f30bb53-fa58-48bb-ae5d-b4857aae750a	HEIDI OFELIA	MEZA	CHAIREZ	Municipio de Valparaíso	COORDINADORA DEL AREA TECNICA
ade4ddee-d577-46b3-aa9f-262a9eb70685	Héctor Iván	Aguilar	Hernández	Poder Judicial del Estado de Zacatecas	Jefe de Oficina
1071028c-09aa-41bd-ac14-894f0a831851	HÉCTOR IVAN	RODRIGUEZ	DE LUNA	Municipio de Guadalupe	AUXILIAR ADMINISTRATIVO
972b07ea-29c6-4ff9-a21c-042bfc2fabd9	Héctor Erik	Murillo	García	Poder Judicial del Estado de Zacatecas	Auxiliar Administrativo
78c51522-fe5e-4bda-90cf-6bbc96fe1db6	GUSTAVO ENRIQUE	GAYTÁN	ROBLES	Municipio de Guadalupe	Auxiliar Administrativo
44de8bca-609a-4271-aa7e-55bd827360e6	GUILLERMO EMILIO	ESCOBEDO	PÉREZ	Municipio de Guadalupe	Coordinador de Hacienda Pública, Fiscalización y Administración 
c13086e1-c1d9-43b8-a675-01b68e87cfcc	GUILLERMO	MURO	HERNANDEZ	Municipio de Genaro Codina	DIRECTOR DE OBRAS Y SERVICIOS PUBLICOS MUNICIPAL
e4d2b9d0-67b9-49e9-8864-38d4572e98b0	GABRIEL ALEJANDRO	ALDECO	AVALOS	Junta Intermunicipal de Agua Potable y Alcantarillado de Zacatecas	JEFE DE DEPARTAMENTO DE SERVICIOS GENERALES
be379e91-4b4c-408e-9cba-d1f9becacca4	Gabriel	Sandoval	Lara	Tribunal de Justicia Administrativa del Estado de Zacatecas	Magistrado Presidente
4c307f97-3309-4356-8167-599fc352c57b	Francisco Javier	Hernández	García	Municipio de General Pánfilo Natera	Delegado de Catastro 
ba6c6524-d9a2-4a7c-9536-5dcdeb62abb2	Francisco 	De la Fuente	Limón	Auditoría Superior del Estado de Zacatecas	Secretario Técnico
ad74a15c-5bfb-45b2-b1a4-62cab14b9826	FRANCISCO	TORRES	CASTAÑON	Municipio de Guadalupe	Auxiliar Administrativo
f6a7d8e9-94e8-47d9-a89f-d2eee9ebde94	Francisco	Gamboa	Flores	Poder Judicial del Estado de Zacatecas	Jefe de Oficina B
6e069c5d-c8c0-48c1-84a1-9c33387f6fb3	FRANCISCA	ARELLANO	CÁRDENAS	Municipio de Guadalupe	Coordinadora Técnica 
b4b19424-cdaf-4ead-ab63-48b39ee667ec	Fidel	Hérnandez	Chávez	Municipio de General Pánfilo Natera	Subdirector de Desarrollo Económico y Social
0832c0d5-6ef9-4d6f-b1fb-d90fc764bf9d	Felipe Heli	Navarro	Ríos	Poder Judicial del Estado de Zacatecas	Jefe de Oficina B
87eec957-d70d-497b-99e3-3cedb42a98be	Felipe 	González	Ortega	Municipio de Ciudad Cuauhtémoc	Oficial Mayor
ecdf99c9-4248-4421-8e6d-462f14bfae06	FATIMA FABIOLA	LECHUGA	HERNANDEZ	Municipio de Villa de Cos	ENCARGADA RECURSOS HUMANOS
048ae93b-1216-4888-a7dc-be1ab612fce5	Fátima	Machuca	Castorena	Municipio de General Pánfilo Natera	Auxiliar administrativo
2aa2b8fc-ce57-4a91-ae62-a7f599141109	FABIOLA	CHÁVEZ	MARTÍNEZ	Fiscalía General de Justicia del Estado	DIRECTORA DE ACTIVOS
4e077163-2bf7-4f79-9161-5cbe5d8ffef8	Eulalio	Ramírez	Hernández	Poder Judicial del Estado de Zacatecas	Director de Recursos Financieros 
36299baf-bd2a-4a4d-ae60-997689d140c4	Estela	Espinoza	Ramírez	Poder Judicial del Estado de Zacatecas	Auxiliar Administrativo
3b256c7e-713e-4378-9441-2904b22265f9	ERNESTO	VILLA	ARAIZ	Municipio de Villa de Cos	ENCARGADO DE MAQUINARIA PESADA
34321d75-5d65-444a-99bd-c7432cffc63b	ERNESTO	DE LA VEGA	BARBA	Municipio de Guadalupe	Auxiliar Administrativo
d3d97f3c-fc04-46b5-97c1-ed17aa16f786	Enrique Antonio	Hernández	Medellín	Poder Judicial del Estado de Zacatecas	Encargado del Parque Vehicular
82b74f1a-7533-492e-9d18-135094bb06d7	ENRIQUE	GAMBOA	SAUCEDO	Municipio de Guadalupe	AUXILIAR ADMINISTRATIVO
2c9205e7-78fa-48ca-9b97-850f3c194ff7	Emmanuel Alejandro	García	De Haro	Poder Judicial del Estado de Zacatecas	Director de Recursos Materiales
b85f3815-1f4b-484b-9cb2-f1fbd7152cde	Elia Ma.	Aguilera	González	Poder Judicial del Estado de Zacatecas	Coordinadora
39aa2489-7985-4251-8754-6f83a030891b	EDUARDO IVAN	GONZALEZ	DE LUNA	Municipio de Villa de Cos	DIRECTOR DE ALCOHOLES
50602a71-1f57-49a3-845e-1837d0327ed4	EDGAR EDUARDO	ALMANZA	PACHECO	Municipio de Guadalupe	AUXILIAR ADMINISTRATIVO
26b3174e-dd94-47fb-b3a9-d5af6a82acd7	Eberardo 	Suarez	Castro 	Municipio de Susticacán	Director de Obras y Servicios Públicos  
506600cf-c0ac-49fd-84fa-5cf5081f1ba5	DULCE JAZZMIN 	DOMINGUEZ	GARCIA	Municipio de Genaro Codina	SINDICA MUNICIPAL
13f8030a-9b9e-4cb8-9f32-30d05fafae39	Diego	Magadán 	Arteaga	Poder Judicial del Estado de Zacatecas	Jefe de Oficina
0d567333-9f6c-4705-a5e0-59b1a9f5891c	DIANA ELIZABETH	GALAVIZ	TINAJERO	Municipio de Guadalupe	SECRETARIA DE BIENESTAR SOCIAL
54ab84f7-a199-4722-8929-fb0e16122be3	DANIEL ALEJANDRO	JUÁREZ	DELGADO	Municipio de Guadalupe	Auxiliar Administrativo
dac5e452-34f8-4bbd-a440-605fafba4b5e	Daniel	Lopez	Martinez	Municipio de Ojocaliente	Presidente
bbabce5c-8206-4e3a-a33e-059f461d7189	Dania	Gutíerrez 	Pérez 	Comisión de Derechos Humanos del Estado	Secretaria Operativa
62542bb9-fbcd-4ec6-8822-ad4ec3c14b7c	DALIA IVETH	PÉREZ	PINEDO	Fiscalía General de Justicia del Estado	AUXILIAR ADMINISTRATIVO
b1fab46a-404e-409c-aa88-7e9f462cf2d0	Cornelio	López	Delgado	Municipio de General Pánfilo Natera	Secretario de Gobierno
3fef2aa8-7861-4958-af14-d3a74604a615	Celia	Del Real	Cárdenas	Comisión de Derechos Humanos del Estado	Directora Administrativa
c2ab92ba-9530-4362-a27c-c3a92f39ea0b	Cecilia	Bañuelos	García	Municipio de Calera	Títular del Órgano Interno de Control
1aef5f36-d619-4ed4-8dcb-d03222b19c88	CAROLINA	RAMÍREZ	DEL RÍO	Fiscalía General de Justicia del Estado	AUXILIAR ADMINISTRATIVO
d98d65a2-34d2-43e5-a3db-6caf0a67e658	CAMELIA	JASSO	SOTO	Municipio de Guadalupe	Unidad de Regularización de Terrenos Ejidales, Lotes, Fraccionamientos y Control de Inmuebles del Municipio
56d77c34-3e2b-4680-9b03-fa17ae30c702	Blanca Leticia	Madrid	Hernández	Poder Judicial del Estado de Zacatecas	Directora de Recursos Humanos
83a206ff-0b1c-41f4-9724-dfbe121a6596	Arturo	Serrano	Cobarrubías	Municipio de Calera	Tesorero Municipal
ab61f241-4c20-41d9-aa6e-3b89305075ac	Arturo	Nahle	García	Poder Judicial del Estado de Zacatecas	Magistrado Presidente del Tribunal Superior de Justicia del Estado de Zacatecas.
71dbdef9-4967-4c01-b971-6115c010904e	ARMANDO 	DÍAZ	ROCHA	Junta Intermunicipal de Agua Potable y Alcantarillado de Zacatecas	AUXILIAR DE INVENTARIOS Y RESGUARDOS 
7793b7c4-c5ba-4ff4-9c9c-66974a0cf444	ARLETTE 	BELTRÁN 	CONTRERAS	Fiscalía General de Justicia del Estado	AUXILIAR ADMINISTRATIVO
181c79d0-7a36-4973-a153-b7e6dac4052d	Argelia Alejandra	Rodríguez	Ayala	Comisión de Derechos Humanos del Estado	Coordinadora General de Asuntos Jurídicos
dbb0011c-b1a3-49a5-a900-19492b7db327	ANASTACIO	BECERRA	GAYTÁN	Municipio de Guadalupe	Auxiliar Administrativo
e67fae71-a70d-4d2f-a528-6529e7bfda02	ANA MARÍA	LÓPEZ	DÍAZ	Fiscalía General de Justicia del Estado	DIRECTORA DE ADQUISICIONES
778b69a4-2df7-410f-83b7-e5f5c70e0d55	"ANA LAURA 				"	DE LUNA	ESQUIVEL	Junta Intermunicipal de Agua Potable y Alcantarillado de Zacatecas	JEFE DE SECCIÓN DE COMPRAS
56999ffb-7357-4275-b2f8-2036b9bdf710	ANA CRISTINA	GUEVARA	VALDIVIA	Junta Intermunicipal de Agua Potable y Alcantarillado de Zacatecas	AUXILIAR DE COMPRAS
4bd3e6d3-5486-4e68-8861-df1c6e466c67	Allien Humberto	Rivas	Bañuelos	Poder Judicial del Estado de Zacatecas	Jefe de Oficina B
d1ebcd4a-f038-415d-80a2-3ec409fcd774	Alicia del Carmen	Rodríguez	Rodríguez	Instituto Electoral del Estado de Zacatecas	Secretaria Técnica del Comité
4057c3fd-d32b-4676-baca-7929d4f60889	Alicia 	Villaneda	González	Instituto Electoral del Estado de Zacatecas	Vocal del Comité
331a86cc-0442-4c51-8bf2-e13a5fef4820	Alejandra Elizabeth	Correa	Esparza	Poder Judicial del Estado de Zacatecas	Jefe de Oficina
4a968b16-89d8-4492-98fc-d94ecd955fd8	ALDO ANTONIO	VELAZQUEZ	BERUMEN	Municipio de Guadalupe	ENCARGADO DEL DEPTO DE LICITACIONES
71bb3272-3375-4103-a54b-8896ae02b59d	AIDA ELIZABETH	VACIO	GONZALEZ	Municipio de Guadalupe	Enlace Administrativo
a9e24855-b60b-4b9d-916b-a24c216baa34	Adrián	González	Nava	Municipio de Villa de Cos	DIRECTOR DESARROLLO ECONOMICO
13a1f906-ade2-4522-8ebd-087251128a4b	ADELA PATRICIA	MARTÍNEZ	ROMERO	Fiscalía General de Justicia del Estado	TITULAR DE LA CONTRALORÍA INTERNA
a60c2ec9-25b6-4ce3-b622-a63fb6b6300b	ADÁN CÉSAR	JIMÉNEZ	HUITRADO	Municipio de Guadalupe	Auxiliar Administrativo
224	JUAN FERNANDO	RAMOS	GONZALEZ	SECRETARIA EJECUTIVA DEL SISTEMA ANTICORRUPCIÓN DEL ESTADO DE TLAXCALA	JEFE OFICINA RECURSOS MATERIALES Y SERVICIOS GENERALES
223	LUIS ERNESTO	PEREZ	RAMIREZ	SECRETARIA EJECUTIVA DEL SISTEMA ANTICORRUPCIÓN DEL ESTADO DE TLAXCALA	JEFE DEPARTAMENTO COMUNICACIÓN Y VINCULACIÓN SOCIAL
222	CIRILO ROSALIO 	ESPEJEL	VELAZCO	SECRETARIA EJECUTIVA DEL SISTEMA ANTICORRUPCIÓN DEL ESTADO DE TLAXCALA	JEFE DEPARTAMENTO ORGANO INTERNO DE CONTROL
